"Lon","Lat"
58.3333333333333,23.8333333333333
79,5.66666666666667
51.3333333333333,-6.83333333333333
54.6666666666667,-23.5
43.8333333333333,-12.3333333333333
52.3333333333333,9.33333333333333
53.8333333333333,-17
56.8333333333333,-5.66666666666666
75.1666666666667,-8
56,-19.1666666666667
50,-16
65.5,-15.1666666666667
54.8333333333333,-5
68.6666666666667,-0.5
47.8333333333333,-12.8333333333333
73.6666666666667,4.16666666666667
56.5,-7.33333333333333
57.1666666666667,-20.6666666666667
56.1666666666667,-19.8333333333333
69.3333333333333,-6.5
44.3333333333333,-16.8333333333333
55.1666666666667,-4.83333333333333
40.8333333333333,-21.8333333333333
57,-22.3333333333333
59.6666666666667,-16.6666666666667
54.6666666666667,-23.3333333333333
72.3333333333333,-4.5
41.5,-17.1666666666667
43.3333333333333,-33.1666666666667
71.3333333333333,-5.66666666666666
51.3333333333333,-16.6666666666667
55.5,-20.6666666666667
53.3333333333333,-21.8333333333333
82.1666666666667,6.83333333333334
55,-21.1666666666667
64.6666666666667,-5.66666666666666
70.8333333333333,-9.5
47,-12.8333333333333
45.6666666666667,-12.6666666666667
50.3333333333333,-6.83333333333333
51.3333333333333,-15.8333333333333
42.8333333333333,-17.1666666666667
79.5,7.66666666666667
50.6666666666667,-15.6666666666667
56.6666666666667,16.8333333333333
57.6666666666667,-22.3333333333333
42.6666666666667,-23.6666666666667
73.6666666666667,3.83333333333334
73.6666666666667,2.66666666666667
45.1666666666667,-13.8333333333333
56.6666666666667,16.5
56.8333333333333,-21.5
43.1666666666667,-18.6666666666667
49.6666666666667,-7.33333333333333
51.5,-17.5
57.5,-18
43.5,-15.8333333333333
55.8333333333333,-3
71.5,-5.33333333333333
51,-15.5
57.1666666666667,-3.16666666666666
68,7
59.5,8.66666666666667
74.1666666666667,-2
48.3333333333333,-13
42.1666666666667,-22.6666666666667
43.6666666666667,-11.8333333333333
73.3333333333333,7.16666666666667
46.3333333333333,-13.1666666666667
55.1666666666667,-19.3333333333333
72.5,5.5
43.1666666666667,-17.8333333333333
71.6666666666667,-7.66666666666666
79.8333333333333,5.5
56.1666666666667,-23.3333333333333
51.1666666666667,5.83333333333334
54.1666666666667,-4.83333333333333
72.5,2.5
58,-17.5
56.6666666666667,-18.8333333333333
72.6666666666667,7.5
42.6666666666667,-18.1666666666667
42.3333333333333,-16.8333333333333
79,7.33333333333334
73.5,-5.66666666666666
41.8333333333333,-17.3333333333333
47.3333333333333,-13
56.1666666666667,-19.3333333333333
51.6666666666667,-17.8333333333333
53.8333333333333,-4.16666666666666
41,-24
49.8333333333333,-16.1666666666667
58.6666666666667,21.5
53.6666666666667,-18
55.8333333333333,-3.66666666666666
53.5,-20.8333333333333
59.8333333333333,-17
55.6666666666667,-21.3333333333333
49,12.5
73.3333333333333,-8
43.3333333333333,-18.5
53.5,-5
57.6666666666667,24.8333333333333
46.3333333333333,-14.1666666666667
59.8333333333333,4.66666666666667
40.8333333333333,-23.3333333333333
79.3333333333333,8.16666666666667
70.5,1.5
68.3333333333333,0.333333333333336
55.8333333333333,-4.83333333333333
56.1666666666667,11.1666666666667
43.5,-18.3333333333333
57.3333333333333,1.33333333333334
56,-22.5
53.5,-6.16666666666666
61.6666666666667,-6
73.6666666666667,4.83333333333334
57.5,-19.5
57.1666666666667,-4.33333333333333
59.5,23
57.8333333333333,-20.5
55,-4.66666666666666
37.6666666666667,21.6666666666667
73.6666666666667,3.5
71.8333333333333,2.66666666666667
58,-18.8333333333333
72.3333333333333,-7.33333333333333
59.1666666666667,-21.5
73.5,2.66666666666667
40.6666666666667,-23.6666666666667
41.3333333333333,-21.1666666666667
47.6666666666667,-14.3333333333333
58.3333333333333,-19.5
54,5.16666666666667
52.1666666666667,-6.66666666666666
48.8333333333333,-8
72.8333333333333,2.16666666666667
54.5,-16
56,-22.1666666666667
40.5,-22.3333333333333
56.1666666666667,-21.1666666666667
72.8333333333333,-7.16666666666666
55,-20.6666666666667
73.5,1
42,-23.8333333333333
56,-4.16666666666666
43.1666666666667,-18.3333333333333
69,-5.5
44.8333333333333,-13.6666666666667
61.1666666666667,11.1666666666667
73.3333333333333,-7.33333333333333
79.5,7.16666666666667
51.5,-17
42.5,-17.8333333333333
57.5,8.66666666666667
41.8333333333333,-24.1666666666667
56.3333333333333,-18.3333333333333
54,-16.3333333333333
48.5,-13.5
47.6666666666667,-13.5
54.3333333333333,-22.3333333333333
55.8333333333333,-21.5
43.1666666666667,-18.1666666666667
73.6666666666667,1.16666666666667
55,12.1666666666667
63,10
58.5,21
43.6666666666667,-16.1666666666667
43.6666666666667,-17.1666666666667
72.1666666666667,2.16666666666667
57.6666666666667,-19.6666666666667
57.5,-17.8333333333333
43,-22.3333333333333
52.5,-16.6666666666667
51.3333333333333,-17.1666666666667
60.8333333333333,15.8333333333333
47.6666666666667,-13
78.8333333333333,6.83333333333334
70.3333333333333,7.5
44.6666666666667,-12.1666666666667
45.5,-11.6666666666667
54.5,12
81.8333333333333,6.16666666666667
53.6666666666667,-5.83333333333333
45.3333333333333,-12.6666666666667
51.8333333333333,-15.5
57,-18.8333333333333
69.8333333333333,7.83333333333334
43.3333333333333,-17.6666666666667
57.8333333333333,-19.3333333333333
55,-5
63.5,-5.66666666666666
51.8333333333333,-17.6666666666667
57.6666666666667,24.1666666666667
57.3333333333333,-21.6666666666667
43.1666666666667,-23.8333333333333
73.6666666666667,5.5
52.6666666666667,-4.83333333333333
53.3333333333333,-5.66666666666666
43.3333333333333,-13
43.5,-13
39.8333333333333,-21.5
56.3333333333333,0
57.3333333333333,-20
69,7.33333333333334
59,-21.5
54.5,-16.6666666666667
49.5,-18
49.3333333333333,5.16666666666667
59.5,23.1666666666667
81.3333333333333,-9.66666666666666
41.3333333333333,-21.6666666666667
58,24.6666666666667
57.3333333333333,-20.3333333333333
54.6666666666667,11.3333333333333
71.3333333333333,7.83333333333334
57.6666666666667,-16
43,-16.1666666666667
45,-14.1666666666667
43.1666666666667,-13.6666666666667
55.1666666666667,-21.6666666666667
55.1666666666667,12.6666666666667
56.6666666666667,-5.16666666666666
54.3333333333333,12
60.3333333333333,-6.5
58.1666666666667,11.6666666666667
54.8333333333333,-21.3333333333333
52.3333333333333,12.3333333333333
53.3333333333333,-4.83333333333333
41.6666666666667,-17.5
74,1.5
44.1666666666667,-11.8333333333333
43.3333333333333,-21.1666666666667
40.8333333333333,-23.8333333333333
57.6666666666667,18.8333333333333
54.3333333333333,-22.8333333333333
68.8333333333333,0.5
42.1666666666667,-17.5
59.5,-1.66666666666666
58,-19.1666666666667
57.5,-2.83333333333333
73.5,4.16666666666667
42.6666666666667,-17
43.5,-17.6666666666667
44.3333333333333,-16.1666666666667
73.8333333333333,3.16666666666667
50.8333333333333,7.5
71,-6.33333333333333
43,-22.6666666666667
60.5,5.33333333333334
55.3333333333333,-3.66666666666666
43,-23.6666666666667
50.1666666666667,-16.6666666666667
50.5,8.16666666666667
72.8333333333333,1.83333333333334
76,5.5
65,8
58.6666666666667,-20.1666666666667
68.5,7.16666666666667
84.3333333333333,-10.6666666666667
54.6666666666667,-16.8333333333333
51.6666666666667,-17.3333333333333
63.3333333333333,9.66666666666667
67,8.5
55.3333333333333,-19.5
45,-13.1666666666667
66.5,0.333333333333336
41.5,-18
80.5,5.66666666666667
79.6666666666667,6.83333333333334
52.6666666666667,-18
44.8333333333333,-12.1666666666667
69.1666666666667,-5.33333333333333
59.1666666666667,-17
60,-7.5
77.1666666666667,5.66666666666667
